epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.26574307680130005,2.0347819328308105,0.001,0.2743362784385681,1.8068935871124268
1,0.372795969247818,1.6399558782577515,0.001,0.35103243589401245,1.6669561862945557
2,0.39798489212989807,1.5665888786315918,0.001,0.42182889580726624,1.609438419342041
3,0.4118387997150421,1.5019465684890747,0.001,0.39528024196624756,1.5824568271636963
4,0.45340049266815186,1.4616376161575317,0.001,0.45132744312286377,1.5828039646148682
5,0.48110830783843994,1.4083454608917236,0.001,0.4483775794506073,1.5255566835403442
6,0.4760705232620239,1.3593318462371826,0.001,0.4955752193927765,1.4579299688339233
7,0.48110830783843994,1.3504972457885742,0.001,0.4808259606361389,1.4156858921051025
8,0.48488664627075195,1.3260911703109741,0.001,0.5132743120193481,1.4057555198669434
9,0.47984886169433594,1.3659703731536865,0.001,0.501474916934967,1.3948594331741333
10,0.48740553855895996,1.3229217529296875,0.001,0.5044247508049011,1.3851425647735596
11,0.510075569152832,1.2631564140319824,0.001,0.49852508306503296,1.3797035217285156
12,0.510075569152832,1.281172275543213,0.001,0.5221238732337952,1.3099490404129028
13,0.5478589534759521,1.199658989906311,0.001,0.533923327922821,1.2676771879196167
14,0.5314861536026001,1.1969902515411377,0.001,0.47492626309394836,1.33419930934906
15,0.5579345226287842,1.1774919033050537,0.001,0.5604719519615173,1.2310144901275635
16,0.5768262147903442,1.1523598432540894,0.001,0.5309734344482422,1.2296192646026611
17,0.5591939687728882,1.1307406425476074,0.001,0.5398229956626892,1.2049025297164917
18,0.5680100917816162,1.1525171995162964,0.001,0.5427728891372681,1.2429219484329224
19,0.5843828916549683,1.1419472694396973,0.001,0.5516223907470703,1.197351336479187
20,0.5541561841964722,1.1359256505966187,0.001,0.5575221180915833,1.1693168878555298
21,0.5541561841964722,1.1121578216552734,0.001,0.5427728891372681,1.1854857206344604
22,0.5919395685195923,1.1012481451034546,0.001,0.5811209678649902,1.1452934741973877
23,0.5680100917816162,1.125819444656372,0.001,0.5693215131759644,1.1602095365524292
24,0.5579345226287842,1.109610915184021,0.001,0.5722714066505432,1.1471517086029053
25,0.5818639993667603,1.1154736280441284,0.001,0.5427728891372681,1.165635108947754
26,0.5755667686462402,1.0647386312484741,0.001,0.5575221180915833,1.1502835750579834
27,0.5768262147903442,1.1037793159484863,0.001,0.5516223907470703,1.1376118659973145
28,0.5869017839431763,1.0802597999572754,0.001,0.5575221180915833,1.1537432670593262
29,0.5944584608078003,1.1075791120529175,0.001,0.5663716793060303,1.1518833637237549
30,0.6045340299606323,1.0669963359832764,0.001,0.5840708017349243,1.103373408317566
31,0.5591939687728882,1.10988187789917,0.001,0.5899705290794373,1.1146975755691528
32,0.6020151376724243,1.0584203004837036,0.001,0.5781710743904114,1.134181261062622
33,0.5944584608078003,1.0565835237503052,0.001,0.5604719519615173,1.1049308776855469
34,0.5894206762313843,1.0926507711410522,0.001,0.5604719519615173,1.1384165287017822
35,0.5944584608078003,1.0571175813674927,0.001,0.5722714066505432,1.0933789014816284
36,0.6322417855262756,1.0039812326431274,0.001,0.5486725568771362,1.0882643461227417
37,0.5944584608078003,1.0512899160385132,0.001,0.5693215131759644,1.1090996265411377
38,0.6120907068252563,1.0275202989578247,0.001,0.5722714066505432,1.0966600179672241
39,0.6196473836898804,1.0193217992782593,0.001,0.5870206356048584,1.0549945831298828
40,0.6133501529693604,1.0105096101760864,0.001,0.5840708017349243,1.0499682426452637
41,0.6083123683929443,0.9890556335449219,0.001,0.5811209678649902,1.0567837953567505
42,0.6410579085350037,0.9815593361854553,0.001,0.5840708017349243,1.0535790920257568
43,0.5982367992401123,0.9995149374008179,0.001,0.5988200306892395,1.063326358795166
44,0.6158690452575684,0.9964398145675659,0.001,0.6017699241638184,1.0619670152664185
45,0.6146095991134644,0.9553507566452026,0.001,0.5840708017349243,1.0510916709899902
46,0.6385390162467957,0.995470404624939,0.001,0.6076695919036865,1.0344288349151611
47,0.6020151376724243,1.0011011362075806,0.001,0.5899705290794373,1.0432080030441284
48,0.6536523699760437,0.9565559029579163,0.001,0.5958701968193054,1.0494751930236816
49,0.6272040009498596,1.0011552572250366,0.001,0.5840708017349243,1.0599284172058105
50,0.6284634470939636,0.9972688555717468,0.001,0.5929203629493713,1.0313100814819336
51,0.6397984623908997,0.9731417894363403,0.001,0.6194690465927124,1.0516895055770874
52,0.6448362469673157,0.9558401703834534,0.001,0.6017699241638184,1.0519611835479736
53,0.6360201239585876,0.9368046522140503,0.001,0.5781710743904114,1.0424542427062988
54,0.6523929238319397,0.9220759272575378,0.001,0.5840708017349243,1.0261170864105225
55,0.6637279391288757,0.9327471256256104,0.001,0.5722714066505432,1.0436878204345703
56,0.6158690452575684,1.004869818687439,0.001,0.5811209678649902,1.0523122549057007
57,0.6511334776878357,0.9547350406646729,0.001,0.5722714066505432,1.0303351879119873
58,0.6750629544258118,0.9014133810997009,0.001,0.5722714066505432,1.0252200365066528
59,0.6486145853996277,0.9452604651451111,0.001,0.5988200306892395,1.0059961080551147
